gene_ID	Name	moduleColor	MM	Functional_Category	biological_process	molecular_function
gene:Rv1625c	cya	lightyellow	0.542251619	intermediary metabolism and respiration	carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process, signaling, intracellular	lyase activity, cyclase activity, carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process, molecular transducer activity
gene:Rv3384c	vapC46	lightyellow	0.565558451	virulence, detoxification, adaptation	NA	catalytic activity, acting on RNA, hydrolase activity
gene:Rv2107	PE22	lightyellow	0.779957373	PE/PPE	NA	NA
gene:Rv0729	xylB	lightyellow	0.509272168	intermediary metabolism and respiration	carbohydrate metabolic process	transferase activity
gene:Rv0815c	cysA2	lightyellow	0.700200005	intermediary metabolism and respiration	NA	NA
gene:Rv1587c	Rv1587c	lightyellow	0.507581246	insertion seqs and phages	NA	NA
gene:Rv3517	Rv3517	lightyellow	0.720146191	conserved hypotheticals	NA	NA
gene:Rv3451	cut3	lightyellow	0.764130692	cell wall and cell processes	NA	hydrolase activity
gene:Rv3483c	Rv3483c	lightyellow	0.418202736	cell wall and cell processes	NA	NA
gene:Rv1034c	Rv1034c	lightyellow	0.57774289	insertion seqs and phages	DNA recombination	catalytic activity, acting on DNA, DNA binding
gene:Rv2234	ptpA	lightyellow	0.577478368	regulatory proteins	protein modification process	hydrolase activity, catalytic activity, acting on a protein
gene:Rv1350	fabG2	lightyellow	0.364891412	lipid metabolism	lipid metabolic process	oxidoreductase activity
gene:Rv3091	Rv3091	lightyellow	0.431505017	conserved hypotheticals	lipid metabolic process	hydrolase activity
gene:Rv2546	vapC18	lightyellow	0.37116457	virulence, detoxification, adaptation	NA	catalytic activity, acting on RNA, hydrolase activity
gene:Rv3118	Rv3118	lightyellow	0.787168137	NULL	NA	NA
gene:Rv2665	Rv2665	lightyellow	0.651023476	conserved hypotheticals	NA	NA
gene:Rv0464c	Rv0464c	lightyellow	0.850941239	conserved hypotheticals	detoxification	oxidoreductase activity, antioxidant activity
gene:Rv0362	mgtE	lightyellow	0.798852925	cell wall and cell processes	transmembrane transport	transmembrane transport, transporter activity
gene:Rv1845c	blaR	lightyellow	0.542802409	cell wall and cell processes	NA	catalytic activity, acting on a protein, hydrolase activity
gene:Rv1594	nadA	lightyellow	0.456596846	intermediary metabolism and respiration	nucleobase-containing small molecule metabolic process, cellular amino acid metabolic process	transferase activity
gene:Rv3092c	Rv3092c	lightyellow	0.495099864	cell wall and cell processes	NA	NA
gene:Rv2512c	Rv2512c	lightyellow	0.559929534	insertion seqs and phages	NA	NA
gene:Rv3117	cysA3	lightyellow	0.843889452	intermediary metabolism and respiration	NA	NA
gene:Rv0805	Rv0805	lightyellow	0.474617974	intermediary metabolism and respiration	cell wall organization or biogenesis	hydrolase activity
gene:Rv1192	Rv1192	lightyellow	0.350203004	conserved hypotheticals	NA	NA
gene:Rv0485	Rv0485	lightyellow	0.829314942	regulatory proteins	NA	DNA binding
gene:Rv2728c	Rv2728c	lightyellow	0.879134661	conserved hypotheticals	NA	NA
gene:Rv1194c	Rv1194c	lightyellow	0.862927438	conserved hypotheticals	NA	NA
gene:Rv0389	purT	lightyellow	0.575056881	intermediary metabolism and respiration	carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process	transferase activity
gene:Rv2729c	Rv2729c	lightyellow	0.704180895	cell wall and cell processes	NA	NA
gene:Rv1012	Rv1012	lightyellow	0.540895692	conserved hypotheticals	NA	NA
gene:Rv0872c	PE_PGRS15	magenta	0.857307615	PE/PPE	NA	NA
gene:Rv2501c	accA1	magenta	0.693978698	lipid metabolism	cellular amino acid metabolic process	ligase activity
gene:Rv2741	PE_PGRS47	magenta	0.643249242	PE/PPE	NA	NA
gene:Rv1084	Rv1084	magenta	0.629368779	conserved hypotheticals	carbohydrate metabolic process	NA
gene:Rv2500c	fadE19	magenta	0.712818412	lipid metabolism	NA	oxidoreductase activity
gene:Rv2395B	aprB	magenta	0.797833592	conserved hypotheticals	NA	NA
gene:Rv0297	PE_PGRS5	magenta	0.776880347	PE/PPE	NA	NA
gene:Rv1840c	PE_PGRS34	magenta	0.719913911	PE/PPE	NA	NA
gene:Rv2505c	fadD35	magenta	0.489213899	lipid metabolism	lipid metabolic process	ligase activity
gene:Rv1651c	PE_PGRS30	magenta	0.814937632	PE/PPE	NA	NA
gene:Rv3342	Rv3342	magenta	0.742880417	intermediary metabolism and respiration	NA	transferase activity
gene:Rv0747	PE_PGRS10	magenta	0.825402818	PE/PPE	NA	NA
gene:Rv3341	metA	magenta	0.661542751	intermediary metabolism and respiration	NA	NA
gene:Rv2159c	Rv2159c	magenta	0.797326788	conserved hypotheticals	detoxification	oxidoreductase activity, antioxidant activity
gene:Rv2161c	Rv2161c	magenta	0.903275277	intermediary metabolism and respiration	NA	oxidoreductase activity
gene:Rv2502c	accD1	magenta	0.652111623	lipid metabolism	cellular amino acid metabolic process	ligase activity, transferase activity
gene:Rv3086	adhD	magenta	0.827158856	intermediary metabolism and respiration	detoxification	oxidoreductase activity
gene:Rv2504c	scoA	magenta	0.630984331	lipid metabolism	NA	transferase activity
gene:Rv2499c	Rv2499c	magenta	0.655042983	intermediary metabolism and respiration	lipid metabolic process	NA
gene:Rv2695	Rv2695	magenta	0.824879017	conserved hypotheticals	NA	hydrolase activity
gene:Rv2340c	PE_PGRS39	magenta	0.833673446	PE/PPE	NA	NA
gene:Rv3391	acrA1	magenta	0.844377011	lipid metabolism	NA	NA
gene:Rv0648	Rv0648	magenta	0.742661963	intermediary metabolism and respiration	carbohydrate derivative metabolic process, lipid metabolic process, carbohydrate metabolic process	hydrolase activity
gene:Rv1808	PPE32	magenta	0.787826215	PE/PPE	NA	NA
gene:Rv1818c	PE_PGRS33	magenta	0.8014861	PE/PPE	cell adhesion	NA
gene:Rv2160A	Rv2160A	magenta	0.850932179	regulatory proteins	NA	DNA binding
gene:Rv2640c	Rv2640c	magenta	0.584012525	regulatory proteins	regulation of transcription, DNA-templated	regulation of transcription, DNA-templated
gene:Rv3197	Rv3197	magenta	0.835073372	cell wall and cell processes	NA	NA
gene:Rv0977	PE_PGRS16	magenta	0.802625178	PE/PPE	NA	NA
gene:Rv0492A	Rv0492A	magenta	0.663914592	conserved hypotheticals	NA	NA
gene:Rv1161	narG	magenta	0.791756641	intermediary metabolism and respiration	nitrogen cycle metabolic process, generation of precursor metabolites and energy	oxidoreductase activity
gene:Rv0136	cyp138	magenta	0.765646595	intermediary metabolism and respiration	NA	oxidoreductase activity
gene:Rv2503c	scoB	magenta	0.770850625	lipid metabolism	NA	transferase activity
gene:Rv3088	tgs4	magenta	0.858881765	lipid metabolism	lipid metabolic process, carbohydrate metabolic process	transferase activity
gene:Rv3124	moaR1	magenta	0.719184163	regulatory proteins	regulation of transcription, DNA-templated, signaling, intracellular	DNA binding
gene:Rv3087	Rv3087	magenta	0.859390867	lipid metabolism	lipid metabolic process, carbohydrate metabolic process	transferase activity
gene:Rv2800	Rv2800	magenta	0.710512195	intermediary metabolism and respiration	NA	catalytic activity, acting on a protein, hydrolase activity
gene:Rv0886	fprB	magenta	0.852801692	intermediary metabolism and respiration	NA	oxidoreductase activity
gene:Rv2853	PE_PGRS48	magenta	0.713370953	PE/PPE	NA	NA
gene:Rv1809	PPE33	magenta	0.643365645	PE/PPE	NA	NA
gene:Rv2124c	metH	magenta	0.699068116	intermediary metabolism and respiration	sulfur compound metabolic process, cellular amino acid metabolic process	sulfur compound metabolic process, cellular amino acid metabolic process, transferase activity
gene:Rv2395A	aprA	magenta	0.780785907	conserved hypotheticals	NA	NA
gene:Rv0475	hbhA	magenta	0.860047873	cell wall and cell processes	cell adhesion	NA
gene:Rv1627c	Rv1627c	magenta	0.584573398	lipid metabolism	lipid metabolic process	transferase activity
gene:Rv0467	icl1	magenta	0.645365672	intermediary metabolism and respiration	NA	NA
gene:Rv1488	Rv1488	magenta	0.602047274	cell wall and cell processes	NA	NA
gene:Rv3507	PE_PGRS53	magenta	0.822597259	PE/PPE	NA	NA
gene:Rv3590c	PE_PGRS58	magenta	0.730912137	PE/PPE	NA	NA
gene:Rv3411c	guaB2	magenta	0.759989179	intermediary metabolism and respiration	NA	NA
gene:Rv3241c	Rv3241c	magenta	0.627722127	information pathways	NA	NA
gene:Rv0885	Rv0885	magenta	0.923837994	conserved hypotheticals	NA	oxidoreductase activity
gene:Rv1468c	PE_PGRS29	magenta	0.534353595	PE/PPE	NA	NA
gene:Rv3873	PPE68	magenta	0.335190974	PE/PPE	NA	NA
gene:Rv0492c	Rv0492c	magenta	0.59127969	intermediary metabolism and respiration	NA	oxidoreductase activity
gene:Rv1174c	TB8.4	magenta	0.749993773	cell wall and cell processes	NA	NA
gene:Rv3337	Rv3337	magenta	0.894861854	conserved hypotheticals	NA	NA
gene:Rv0238	Rv0238	magenta	0.564456259	regulatory proteins	regulation of transcription, DNA-templated	regulation of transcription, DNA-templated, DNA binding
gene:Rv0982	mprB	magenta	0.674286508	regulatory proteins	protein modification process, signaling, intracellular	catalytic activity, acting on a protein, hydrolase activity, transferase activity, protein modification process, signaling, small molecule sensor activity
gene:Rv1646	PE17	magenta	0.608795013	PE/PPE	NA	NA
gene:Rv0244c	fadE5	magenta	0.503066555	lipid metabolism	lipid metabolic process	oxidoreductase activity
gene:Rv0147	Rv0147	magenta	0.430023779	intermediary metabolism and respiration	NA	oxidoreductase activity
gene:Rv0468	fadB2	magenta	0.449881558	lipid metabolism	lipid metabolic process	oxidoreductase activity
gene:Rv0211	pckA	magenta	0.76896006	intermediary metabolism and respiration	NA	NA
gene:Rv1779c	Rv1779c	magenta	0.330570362	cell wall and cell processes	NA	NA
gene:Rv1245c	Rv1245c	magenta	0.774784788	intermediary metabolism and respiration	NA	oxidoreductase activity
gene:Rv0469	umaA	magenta	0.339967734	lipid metabolism	cell wall organization or biogenesis, lipid metabolic process	transferase activity
gene:Rv2249c	glpD1	magenta	0.499437543	intermediary metabolism and respiration	carbohydrate derivative metabolic process, carbohydrate metabolic process	oxidoreductase activity
gene:Rv3855	ethR	magenta	0.717390075	regulatory proteins	regulation of transcription, DNA-templated	regulation of transcription, DNA-templated, DNA binding
gene:Rv1799	lppT	magenta	0.392311186	cell wall and cell processes	NA	NA
gene:Rv3881c	espB	magenta	0.353875995	cell wall and cell processes	transmembrane transport	NA
gene:Rv3338	Rv3338	magenta	0.860048997	conserved hypotheticals	NA	hydrolase activity
gene:Rv2652c	Rv2652c	magenta	0.556964145	insertion seqs and phages	NA	NA
gene:Rv0305c	PPE6	magenta	0.370329075	PE/PPE	NA	NA
gene:Rv3912	Rv3912	magenta	0.649229482	conserved hypotheticals	NA	NA
gene:Rv0818	Rv0818	magenta	0.398678094	regulatory proteins	nitrogen cycle metabolic process, regulation of transcription, DNA-templated, signaling, intracellular	signaling, molecular transducer activity, DNA binding, regulation of transcription, DNA-templated
gene:Rv2131c	cysQ	magenta	0.662105976	intermediary metabolism and respiration	carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process, sulfur compound metabolic process, carbohydrate metabolic process	hydrolase activity
gene:Rv2130c	mshC	magenta	0.394539244	intermediary metabolism and respiration	carbohydrate derivative metabolic process, sulfur compound metabolic process, cellular amino acid metabolic process, tRNA metabolic process	catalytic activity, acting on RNA, ligase activity
gene:Rv1535	Rv1535	magenta	0.593813725	conserved hypotheticals	NA	NA
gene:Rv1057	Rv1057	magenta	0.55839541	conserved hypotheticals	NA	NA
gene:Rv1154c	Rv1154c	magenta	0.831747016	conserved hypotheticals	NA	NA
gene:Rv3550	echA20	magenta	0.464609553	lipid metabolism	lipid metabolic process	lyase activity
gene:Rv3556c	fadA6	magenta	0.743815543	lipid metabolism	lipid metabolic process	transferase activity
gene:Rv3746c	PE34	magenta	0.580405745	PE/PPE	NA	NA
gene:Rv3420c	rimI	magenta	0.401488085	information pathways	carbohydrate derivative metabolic process, sulfur compound metabolic process, protein maturation, protein modification process	transferase activity
gene:Rv1405c	Rv1405c	magenta	0.50290878	intermediary metabolism and respiration	NA	transferase activity
gene:Rv1375	Rv1375	magenta	0.326211431	conserved hypotheticals	NA	NA
gene:Rv3066	Rv3066	magenta	0.683874332	regulatory proteins	regulation of transcription, DNA-templated	regulation of transcription, DNA-templated, DNA binding
gene:Rv3065	mmr	magenta	0.611032599	cell wall and cell processes	transmembrane transport	transmembrane transport, transporter activity
gene:Rv0067c	Rv0067c	magenta	0.476439979	regulatory proteins	regulation of transcription, DNA-templated	regulation of transcription, DNA-templated, DNA binding
gene:Rv0195	Rv0195	magenta	0.573114293	regulatory proteins	regulation of transcription, DNA-templated	DNA binding
gene:Rv1323	fadA4	magenta	0.66502018	lipid metabolism	lipid metabolic process	transferase activity
gene:Rv1572c	Rv1572c	magenta	0.390843127	insertion seqs and phages	NA	NA
gene:Rv2250c	Rv2250c	magenta	0.696558408	regulatory proteins	regulation of transcription, DNA-templated	regulation of transcription, DNA-templated, DNA binding
gene:Rv2619c	Rv2619c	maroon	0.530542269	conserved hypotheticals	NA	NA
gene:Rv3620c	esxW	maroon	0.61835138	cell wall and cell processes	NA	NA
gene:Rv3619c	esxV	maroon	0.691126265	cell wall and cell processes	NA	NA
gene:Rv1793	esxN	maroon	0.808341643	cell wall and cell processes	NA	NA
gene:Rv0942	Rv0942	maroon	0.824098471	conserved hypotheticals	NA	NA
gene:Rv3196A	Rv3196A	maroon	0.834068145	conserved hypotheticals	NA	NA
gene:Rv3583c	Rv3583c	maroon	0.676389532	regulatory proteins	NA	NA
gene:Rv3891c	esxD	maroon	0.964053782	cell wall and cell processes	NA	NA
gene:Rv2108	PPE36	maroon	0.724448878	PE/PPE	NA	NA
gene:Rv2708c	Rv2708c	maroon	0.768436141	conserved hypotheticals	NA	NA
gene:Rv3890c	esxC	maroon	0.881268086	cell wall and cell processes	NA	NA
gene:Rv0873	fadE10	maroon	0.633797265	lipid metabolism	NA	oxidoreductase activity
gene:Rv0944	Rv0944	mediumpurple3	0.617892434	information pathways	NA	NA
gene:Rv2949c	Rv2949c	mediumpurple3	0.631141374	intermediary metabolism and respiration	cell wall organization or biogenesis	lyase activity
gene:Rv2950c	fadD29	mediumpurple3	0.734719214	lipid metabolism	cell wall organization or biogenesis, lipid metabolic process	transferase activity, ligase activity
gene:Rv3706c	Rv3706c	mediumpurple3	0.616379463	conserved hypotheticals	NA	NA
gene:Rv2955c	Rv2955c	mediumpurple3	0.632108408	conserved hypotheticals	NA	transferase activity
gene:Rv1903	Rv1903	mediumpurple3	0.741391729	cell wall and cell processes	NA	NA
gene:Rv2772c	Rv2772c	mediumpurple3	0.649468838	cell wall and cell processes	NA	NA
gene:Rv2833c	ugpB	mediumpurple3	0.599846054	cell wall and cell processes	NA	NA
gene:Rv1321	Rv1321	mediumpurple3	0.688114373	conserved hypotheticals	NA	NA
gene:Rv2331	Rv2331	mediumpurple3	0.803579219	conserved hypotheticals	NA	NA
gene:Rv1298	rpmE	mediumpurple3	0.512465689	information pathways	NA	ribosome, structural molecule activity, RNA binding
gene:Rv1402	priA	mediumpurple3	0.772021185	information pathways	cellular amino acid metabolic process, DNA replication, DNA repair, DNA recombination	isomerase activity, catalytic activity, acting on DNA, DNA binding, hydrolase activity
gene:Rv1190	Rv1190	mediumpurple3	0.643210896	conserved hypotheticals	NA	hydrolase activity
gene:Rv2236c	cobD	mediumpurple3	0.74047688	intermediary metabolism and respiration	vitamin metabolic process	lyase activity, transmembrane transport, transporter activity
gene:Rv1189	sigI	mediumpurple3	0.707270235	information pathways	transcription, DNA-templated, regulation of transcription, DNA-templated	regulation of transcription, DNA-templated, DNA binding
gene:Rv0938	ligD	mediumpurple3	0.775831965	information pathways	DNA replication, DNA repair, DNA recombination	transferase activity, catalytic activity, acting on DNA, DNA replication, catalytic activity, acting on RNA, ligase activity, hydrolase activity, DNA binding
gene:Rv2832c	ugpC	mediumpurple3	0.784731841	cell wall and cell processes	transmembrane transport	transmembrane transport, transporter activity
gene:Rv3649	Rv3649	mediumpurple3	0.865535271	information pathways	DNA repair	catalytic activity, acting on DNA
gene:Rv0901	arfC	mediumpurple3	0.692948644	NULL	NA	NA
gene:Rv0557	mgtA	mediumpurple3	0.845281348	lipid metabolism	lipid metabolic process, carbohydrate derivative metabolic process	transferase activity
gene:Rv1754c	Rv1754c	midnightblue	0.757869022	conserved hypotheticals	NA	NA
gene:Rv2200c	ctaC	midnightblue	0.922539365	intermediary metabolism and respiration	generation of precursor metabolites and energy, transmembrane transport	transmembrane transport, generation of precursor metabolites and energy, oxidoreductase activity, transporter activity
gene:Rv2199c	Rv2199c	midnightblue	0.934411922	cell wall and cell processes	NA	NA
gene:Rv0025	Rv0025	midnightblue	0.50632025	conserved hypotheticals	NA	NA
gene:Rv2746c	pgsA3	midnightblue	0.823938003	lipid metabolism	lipid metabolic process	transferase activity
